word,count,word1,word2,word3,word4,word5
另,5,创伤性一只手和另一臂切断,单眼盲， 另一眼视力低下,单眼盲伴另一眼视力低下,创伤性一只足和另一小腿切断,双胎之另一胎儿脐带断端所致胎儿失血
阿,5,急性阿米巴痢疾,肠阿米巴病,阿哥拉沙门菌肠炎,阿米巴肠炎,急性肠阿米巴病
应用,5,真空吸引器应用失败,真空吸引器和产钳应用失败,产钳应用失败,适当应用正确药物或药剂的有害效应引起的过敏性休克,牙科药物中毒，局部应用
7,4,急性巨核细胞白血病伴缓解(M7型),EV71感染,17-羟化酶缺陷,人感染H7N9禽流感,急性巨核细胞白血病(M7型)
明确,4,特指原因不明确死亡,特指不明确心脏病,不明确部位交搭跨越恶性肿瘤,特指不明确部位的恶性肿瘤
任何,4,内部固定装置任何部位引起感染和炎症性反应,双小腿创伤性切断[任何水平],酸引起烧伤(任何种类),双臂创伤性切断[任何水平]
弗,4,弗雷德里克森高脂蛋白血症IIa型,华-弗综合征[Waterhouse-Friderichsen综合征],弗雷德里克森高脂蛋白血症IV型,弗雷德里克森高脂蛋白血症IIb型,弗里德兰德氏杆菌感染
绝对,4,绝对素食者的贫血,绝对素食者贫血,绝对期青光眼
通常,4,通常在童年和青少年期发病的特指的行为和情绪障碍,血中发现通常不出现特指物质,通常起病于童年和少年期的行为与情绪障碍,血中发现通常不出现物质
到,4,室内传到阻滞,从地下到地面的气压下降,撞到别人或意外被别人碰撞,终止妊娠影响到胎儿和新生儿,子宫内操作并发症影响到胎儿
中间,4,近瘤型中间型麻风,中间界线类麻风,中间型地中海贫血
地,4,地丝菌病,土地分枝杆菌感染,地方性斑疹伤寒,麦地那龙线虫病,地丝菌口炎
存在,4,血循环中抗凝物质存在,大腿和小腿先天性缺如伴足存在,先天性上肢缺如伴手存在,血中存在酒精
出,4,肠出血性大肠杆菌肠炎,伤寒并发肠出血,新生儿肠出血性大肠杆菌肠炎,急性出血性坏死性肠炎,急性出血性肠炎
出现,4,仅出现于前中期的重复,血中发现通常不出现特指物质,仅出现于前中期缺失,血中发现通常不出现物质
光,4,电光性眼炎,反射性癫痫光敏性发作,1型糖尿病性新生血管性青光眼,2型糖尿病性新生血管性青光眼,糖尿病性新生血管性青光眼
近,3,近视,近乳头性脉络膜视网膜炎,大脑前动脉近侧段(A1)动脉瘤破裂伴蛛网膜下腔出血,变性性近视[病理性近视][高度近视],近瘤型中间型麻风
一个,3,一个或多个胎儿流产后继续妊娠,一个或多个胎儿宫内死亡后继续妊娠,多胎妊娠伴一个或多个胎儿先露异常产妇的医疗
帮助,3,由于活动能力降低而需要帮助,与在家需要帮助且无特指家庭成员能够给予照顾有关,与需要人员帮助和照顾有关
来,3,马来丝虫病,马来丝虫性象皮肿,外来物体吸入呼吸道,来苏中毒,马来丝虫性乳糜尿
／,3,同源嵌合体45X／46XX或XY,异源嵌合体46XX／46XY,同源嵌合体45X／特指细胞系
前面,3,会厌前面良性肿瘤,会厌前面恶性肿瘤
自,3,头部周围神经和自主神经恶性肿瘤,耳部周围神经和自主神经恶性肿瘤,颈部周围神经和自主神经恶性肿瘤,面部周围神经和自主神经恶性肿瘤,颞下窝周围神经和自主神经恶性肿瘤
极度,3,极度肥胖症伴有小泡性肺换气不足,极度不成熟儿,极度肥胖伴低通气综合征
他人,3,混合型和其他人格障碍,被他人挽扶时跌倒,代表他人咨询的人,被他人运送时跌倒
那,3,芬那露中毒,卡那霉素药物反应,亚利桑那菌感染,麦地那龙线虫病,鲁米那药物反应
便,3,便血,黑便,粪便嵌塞,便秘,新生儿便血
不可,3,不可吸收缝线并发症,不可吸收性手术材料引起的机械性并发症,与产褥期有关的重度精神和行为障碍，不可归类在他处者
奇,3,柯萨奇湿疹,艾滋病伴非霍奇金淋巴瘤,柯萨奇病毒性脑膜炎,柯萨奇病毒性脑炎,柯萨奇病毒性肠炎
再次,3,避孕药的再次指导,在保健机构再次开处方,避孕装置的再次指导
一,3,主要组织相容性复合体一级缺乏,舌中三分之一恶性肿瘤,难治性血细胞减少伴单一系列病态造血,舌后三分之一恶性肿瘤,一过性红细胞增多症
前后,2,阴道前后壁脱垂
是,2,寻求和接受躯体、营养和化学性干预措施，这些措施已知是危险和有害,寻求和接受行为和心理上干预措施，这些措施已知是危险和有害
明显,2,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,多疑和明显逃避
<,2,身体体表<10％烧伤,孕<5周
比较,2,为临床研究项目的正常比较和对照接受的检查,临床研究中正常比较对照检查
行动,2,飞行器被破坏的作战行动,作战行动的后遗症,特指爬行动物类毒液毒性效应
失去,2,与童年时失去所爱亲属有关,与童年时失去所爱亲属有关的问题
极端,2,与极端贫穷有关,职业性暴露于极端温度
突然,2,突然视力丧失
给,2,无其他家庭成员给于照顾者,为胎儿先露异常给予的孕产妇医疗,输液时液体给错,为面先露、额先露和颏先露给予的孕产妇医疗,自母体传给或新生儿服用药物或毒素引起的新生儿黄疸
以外,2,与儿童据说受家族以外人员的性虐待有关问题,与儿童据说受家族以外人员性虐待有关
注意,2,半侧注意不能,活动与注意力失调,注意缺陷与多动障碍
后面,2,软腭的鼻咽后面恶性肿瘤,会厌后面(喉面)恶性肿瘤
即刻,2,产后即刻医疗照顾和检查,特指即刻产后出血
宁,2,不安腿综合征[不宁腿综合征],舒喘宁中毒,朱宁出血热,安宁中毒,利眠宁中毒
继续,2,一个或多个胎儿流产后继续妊娠,一个或多个胎儿宫内死亡后继续妊娠
组成,2,雄激素类及其促组成代谢同类药中毒,雄激素类及其促组成代谢的同类药中毒
可能,2,器官和组织可能供者接受检查,血中发现特指可能成瘾药物
四,2,第四脑室继发恶性肿瘤,第四脑室恶性肿瘤,第四脑室交界性肿瘤,四肢痉挛型脑性瘫痪,第四脑室良性肿瘤
这些,2,寻求和接受躯体、营养和化学性干预措施，这些措施已知是危险和有害,寻求和接受行为和心理上干预措施，这些措施已知是危险和有害
达到,2,未达到特指预期正常生理发育水平,未达到预期正常生理发育水平
介于,2,介于弥漫大B细胞淋巴瘤和经典霍奇金淋巴瘤之间B细胞淋巴瘤(不能分类),介于弥漫大B细胞淋巴瘤和伯基特淋巴瘤之间B细胞淋巴瘤(不能分类)
以后,2,产程和分娩期间或以后休克,早产胎膜早破(在7天以后产程开始)
哈,2,哈勒曼-斯特雷夫综合征[Hallerman-Streiff综合征],"氟烷[哈乐森,三氟溴氯乙烷]反应",哈特纳普病,哈钦森牙,哈勒沃登-施帕茨病
【,2,皮肤和指【趾】甲念珠菌病,强直性骨肥厚【福雷斯蒂尔】
之,2,舌中三分之一恶性肿瘤,舌前三分之二恶性肿瘤,舌前三分之二腹面恶性肿瘤,舌前三分之二背面恶性肿瘤,舌后三分之一恶性肿瘤
维持,2,初发性或维持性睡眠障碍[失眠症],恶性肿瘤维持性化学治疗,维持避孕的常规检查,维持性救治,恶性肿瘤终末期维持治疗
当,2,埃勒斯-当洛斯综合征[Ehlers-Danlos综合征],达乌里当归意外中毒,新生儿喂养不当,照管不当,抗利尿激素不恰当分泌综合征
·,2,冯·雷克林豪森病,冯·维勒布兰德病
代替,2,视觉代替装置,听觉代替装置
其它,2,被其它特指人员忽视照料和遗弃,其它化学物质引起的中毒性肾病
通过,2,通过自然腔口进入的异物效应的后遗症,通过自然腔口进入异物效应后遗症
?,2,小汗腺血管错构瘤?,?动脉粥样硬化
定,2,固定型孢子丝菌病,急性白血病伴缓解(谱系未定),急性白血病(谱系未定),不定型志贺菌痢疾,未定类(I)麻风
上升,2,血压值上升,小脑幕孔上升疝
除,2,脾切除相关性肺动脉高压,玻璃体切除术后视网膜脱离,倾倒综合征[胃切除术后综合征],除朗格汉斯细胞外的单核吞噬细胞的组织细胞增多症,短肠综合征[肠切除后综合征]
获得,2,获得性巨细胞性血小板减少,艾滋病[获得性免疫缺陷综合征],获得性癫痫性失语[Landau-Kleffner综合征],获得性维生素K依赖因子缺乏症,获得性多灶性感觉运动神经病
μ,2,μ重链病,μ重链病伴缓解
凡,2,布拉克凡-戴蒙德综合征[Blackfan-Diamong综合征],布拉克凡-戴蒙德综合征
比,2,比尔朔夫斯基-杨斯基病,少年儿童的比托斑点,布氏冈比亚锥虫病[中西非睡眠病],维生素A缺乏伴比托斑点及结膜干燥症,比翼线虫病
可见,2,可见性肠蠕动,可见性蠕动
】,2,皮肤和指【趾】甲念珠菌病,强直性骨肥厚【福雷斯蒂尔】
保险,2,与社会保险和福利支持不足有关,为保险目的接受的检查,为保险目的接受检查
下面,2,咽下面恶性肿瘤,杓状会厌褶咽下面恶性肿瘤
防止,2,防止妊娠
以下,2,超低出生体重儿(499g以下),累及体表10％以下腐蚀伤
会,2,会厌结核,会厌谷恶性肿瘤,会厌前面恶性肿瘤,结核性会阴瘘,会厌边缘恶性肿瘤
独自,2,与独自生活有关,与独自生活有关的问题
好,1,性偏好多相障碍,特指性偏好障碍,性偏好障碍,好鸟者肺
相似,1,心脏兴奋甙和相似作用药中毒
..,1,麻疹伴肠道并发症..
五,1,先天性第五六脑室,五氟利多中毒,五胎妊娠,先天性第五腰椎骶化,第五跖骨幼年型骨软骨病
不同,1,同源嵌合体细胞系伴不同数量的X染色体
　,1,中毒性肝病伴肝坏死　
8,1,原发皮肤侵袭性嗜表皮CD8阳性细胞毒性T细胞淋巴瘤,原发皮肤侵袭性嗜表皮CD8+T细胞淋巴瘤,孕18周,孕28周,孕8周
＋,1,大细胞(ki-1＋)淋巴瘤
别,1,童年离别焦虑障碍,被别人推倒(学校、其他机构等),被别人推倒(居住的公共场所),被别人撞倒(居住的公共场所),性别不清
将,1,用将受害者推向或放置在移动物体前进行加害
六,1,六胎妊娠,第六[展]神经麻痹,猝发疹[第六病],先天性第五六脑室
。,1,特指复发性寰枢椎不完全性脱位。
根据,1,仅根据涉及体表范围分类烧伤和腐蚀伤后遗症
9,1,孕29周,孕9周,孕19周,细小病毒B19感染,人感染H7N9禽流感
活,1,抗活化蛋白C症,活动性佝偻病,胰腺血管活性肠肽分泌过多,舌活动部分恶性肿瘤,血浆凝血致活酶前质缺乏
重新,1,重新放置子宫内避孕装置
全部,1,全部(外部)眼肌麻痹
吗,1,噻吗心安药物反应,原因不明的吗啡中毒,吗啡中毒,吗啡型药物依赖,吗啡
能够,1,与在家需要帮助且无特指家庭成员能够给予照顾有关
转变,1,低前转变素血症
且,1,与在家需要帮助且无特指家庭成员能够给予照顾有关
并非,1,谵妄，描述为并非附加于痴呆的
己,1,正己烷中毒,己糖激酶缺乏性贫血
既往,1,既往绝育术后输卵管或输精管成形术
0,1,原发性皮肤CD30+间变性大细胞淋巴瘤,孕20周,孕10周,孕30周,原发皮肤CD30+T细胞淋巴增殖性疾病
任务,1,任务特异性震颤
若,1,若西欧病毒病
以前,1,以前创伤引起骨坏死
关于,1,关于生育的一般性咨询和指导
要求,1,接受权威机构要求的一般精神科检查
得,1,获得性巨细胞性血小板减少,布氏罗得西亚锥虫病[东非睡眠病],艾滋病[获得性免疫缺陷综合征],获得性癫痫性失语[Landau-Kleffner综合征],获得性维生素K依赖因子缺乏症
>,1,孕>42周
相对,1,相对头盆不称引起的梗阻性分娩,相对性红细胞增多症
已,1,已知病毒的流感性肺炎,已糖激酶缺乏性贫血,已知病毒的流行性感冒,已知病毒的流感性急性上呼吸道感染,已糖磷酸盐酶缺乏性贫血
多次,1,具有多次人工流产史妊娠
成为,1,与感觉成为不良歧视和迫害目标有关
全年,1,全年性变应性鼻炎
作为,1,心房、心耳和心室的血栓形成作为急性心肌梗死后的近期并发症
对应,1,对应激事件过分担心和偏见,异常视网膜对应
完成,1,与得不到和未完成教育有关
迅速,1,儿童迅速生长期检查
范围,1,仅根据涉及体表范围分类烧伤和腐蚀伤后遗症
对待,1,依法粗暴对待
眨眼,1,眨眼症
离,1,糖尿病性牵拉性视网膜脱离,分离性遗忘,1型糖尿病性牵拉性视网膜脱离,器质性分离性障碍,2型糖尿病性牵拉性视网膜脱离
各种,1,原因不明的胶和各种粘贴剂中毒
同时,1,同时借助产钳和真空吸引器的单胎分娩
它们,1,灾难性暴风雨和由它们引起的洪水
依,1,维生素D依赖性佝偻病,生物素依赖羧化酶缺乏,获得性维生素K依赖因子缺乏症,TSH依赖性甲状腺功能亢进症,酒精依赖综合征
—,1,巴德—基亚里综合征
也,1,急性乙型肝炎，不伴有δ因子(共同感染)，也不伴有肝昏迷急性乙型病毒性肝炎
高低,1,高低密度脂蛋白胆固醇血症
个别,1,个别乳磨牙早失
上面,1,软腭的鼻咽上面恶性肿瘤
大多,1,大多角骨骨折
来源,1,接触其他来源的蒸汽和热蒸气
