word,count,word1,word2,word3,word4,word5
阿,5,阿盖尔-罗伯逊现象,阿-斯综合征[Stokes-Adams综合征],阿-基综合征,阿-罗氏瞳孔,阿-斯综合征
去,5,持续性植物状态[大脑去皮质状态],去脑强直,去除外固定装置,去大脑强直,去痛药药物反应
另,5,创伤性一只足和另一小腿切断,单眼盲伴另一眼视力低下,创伤性一只手和另一臂切断,双胎之另一胎儿脐带断端所致胎儿失血,单眼盲， 另一眼视力低下
同,5,同型半胱氨酸尿症,同血缘家族史,同心性硬化,同向性注视麻痹
准备,5,为随后治疗准备医疗,自体血准备,随后治疗的准备医疗,透析的准备性医疗,透析准备性医疗
随后,5,特指部位随后性心肌梗死,为随后治疗准备医疗,前壁随后性心肌梗死,随后治疗的准备医疗,下壁随后性心肌梗死
通常,4,血中发现通常不出现物质,通常起病于童年和少年期的行为与情绪障碍,通常在童年和青少年期发病的特指的行为和情绪障碍,血中发现通常不出现特指物质
出,4,钩端螺旋体病黄疸出血型,新生儿维生素K缺乏性出血症,黄疸出血型钩端螺旋体病,蛛网膜下腔出血并玻璃体出血症[Terson综合征]
地,4,地卡因药物反应,地图样舌,地霉病,医疗中病人被疏忽地暴露于辐射线
弗,4,鲁塞尔-西尔弗综合征,鲁塞尔-西尔弗综合征[Russell-Silver综合征],沃-弗综合征,华-弗综合征[Waterhouse-Friderichsen综合征]
光,4,药物光变应性反应,恶性肿瘤光动力治疗,药物光毒性反应,光接触性皮炎
到,4,终止妊娠影响到胎儿和新生儿,从地下到地面的气压下降,撞到别人或意外被别人碰撞,子宫内操作并发症影响到胎儿
存在,4,大腿和小腿先天性缺如伴足存在,血中存在酒精,血循环中抗凝物质存在,先天性上肢缺如伴手存在
出现,4,血中发现通常不出现物质,血中发现通常不出现特指物质,仅出现于前中期缺失,仅出现于前中期的重复
7,4,早产胎膜早破(在7天以后产程开始),孕7周,早产胎膜早破(在1-7天内产程开始),足月胎膜早破(在1-7天内产程开始)
明确,4,特指原因不明确死亡,特指不明确心脏病,特指不明确部位的恶性肿瘤,不明确部位交搭跨越恶性肿瘤
中间,4,中间型地中海贫血,近瘤型中间型麻风,中间界线类麻风
绝对,4,绝对素食者的贫血,绝对素食者贫血,绝对期青光眼
任何,4,酸引起烧伤(任何种类),内部固定装置任何部位引起感染和炎症性反应,双臂创伤性切断[任何水平],双小腿创伤性切断[任何水平]
再次,3,避孕装置的再次指导,在保健机构再次开处方,避孕药的再次指导
近,3,面和颈近中囊肿,近乳头性脉络膜视网膜炎
自,3,自母体传给或新生儿服用药物或毒素引起的新生儿黄疸,自高处坠落,自服毒史
来,3,来苏中毒,来苏意外中毒
那,3,基萨那[凯萨努]森林病,丁胺卡那中毒,鲁米那药物反应
便,3,脓血便,便潜血,粘液便
极度,3,极度肥胖伴低通气综合征,极度不成熟儿,极度肥胖症伴有小泡性肺换气不足
前面,3,会厌前面恶性肿瘤,会厌前面良性肿瘤
帮助,3,与在家需要帮助且无特指家庭成员能够给予照顾有关,由于活动能力降低而需要帮助,与需要人员帮助和照顾有关
不可,3,与产褥期有关的重度精神和行为障碍，不可归类在他处者,不可吸收缝线并发症,不可吸收性手术材料引起的机械性并发症
一个,3,一个或多个胎儿流产后继续妊娠,一个或多个胎儿宫内死亡后继续妊娠,多胎妊娠伴一个或多个胎儿先露异常产妇的医疗
／,3,异源嵌合体46XX／46XY,同源嵌合体45X／特指细胞系,同源嵌合体45X／46XX或XY
一,3,双胎之另一胎儿脐带断端所致胎儿失血,创伤性一只足和另一小腿切断,一过性意识丧失
他人,3,代表他人咨询的人,被他人挽扶时跌倒,被他人运送时跌倒
奇,3,斯特奇－卡利舍－韦伯综合征,奇静脉损伤
这些,2,寻求和接受躯体、营养和化学性干预措施，这些措施已知是危险和有害,寻求和接受行为和心理上干预措施，这些措施已知是危险和有害
介于,2,介于弥漫大B细胞淋巴瘤和经典霍奇金淋巴瘤之间B细胞淋巴瘤(不能分类),介于弥漫大B细胞淋巴瘤和伯基特淋巴瘤之间B细胞淋巴瘤(不能分类)
μ,2,μ重链病伴缓解,μ重链病
以下,2,累及体表10％以下腐蚀伤,超低出生体重儿(499g以下)
比,2,劳-穆-比综合征[Laurence-Moon-Biedl],比耶鲁姆暗点
独自,2,与独自生活有关,与独自生活有关的问题
可能,2,血中发现特指可能成瘾药物,器官和组织可能供者接受检查
以外,2,与儿童据说受家族以外人员的性虐待有关问题,与儿童据说受家族以外人员性虐待有关
明显,2,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,多疑和明显逃避
通过,2,通过自然腔口进入异物效应后遗症,通过自然腔口进入的异物效应的后遗症
四,2,四氯乙烯中毒,四氯乙烯毒性效应
极端,2,与极端贫穷有关,职业性暴露于极端温度
后面,2,会厌后面(喉面)恶性肿瘤,软腭的鼻咽后面恶性肿瘤
<,2,孕<5周,身体体表<10％烧伤
注意,2,半侧注意不能,注意缺陷与多动障碍
定,2,可乐定中毒
达到,2,未达到特指预期正常生理发育水平,未达到预期正常生理发育水平
哈,2,哈特纳普病
前后,2,阴道前后壁脱垂
【,2,皮肤和指【趾】甲念珠菌病,强直性骨肥厚【福雷斯蒂尔】
除,2,插入或取除其他导管或器械不当,除朗格汉斯细胞外的单核吞噬细胞的组织细胞增多症
是,2,寻求和接受躯体、营养和化学性干预措施，这些措施已知是危险和有害,寻求和接受行为和心理上干预措施，这些措施已知是危险和有害
下面,2,咽下面恶性肿瘤,杓状会厌褶咽下面恶性肿瘤
即刻,2,特指即刻产后出血,产后即刻医疗照顾和检查
上升,2,血压值上升,小脑幕孔上升疝
维持,2,恶性肿瘤终末期维持治疗,维持避孕的常规检查
凡,2,布拉克凡-戴蒙德综合征[Blackfan-Diamong综合征],布拉克凡-戴蒙德综合征
失去,2,与童年时失去所爱亲属有关的问题,与童年时失去所爱亲属有关
之,2,双胎之另一胎儿脐带断端所致胎儿失血,食管内异位之胃粘膜
行动,2,飞行器被破坏的作战行动,作战行动的后遗症
继续,2,一个或多个胎儿流产后继续妊娠,一个或多个胎儿宫内死亡后继续妊娠
突然,2,突然视力丧失
】,2,皮肤和指【趾】甲念珠菌病,强直性骨肥厚【福雷斯蒂尔】
当,2,埃勒斯-当洛斯综合征,埃勒斯-当洛斯综合征[Ehlers-Danlos综合征]
保险,2,为保险目的接受检查,为保险目的接受的检查
其它,2,被其它特指人员忽视照料和遗弃,其它化学物质引起的中毒性肾病
获得,2,社区获得性肺炎，非重症,社区获得性肺炎，重症
以后,2,早产胎膜早破(在7天以后产程开始),产程和分娩期间或以后休克
代替,2,视觉代替装置,听觉代替装置
组成,2,雄激素类及其促组成代谢同类药中毒,雄激素类及其促组成代谢的同类药中毒
?,2,?动脉粥样硬化,小汗腺血管错构瘤?
给,2,无其他家庭成员给于照顾者,输液时液体给错
·,2,冯·维勒布兰德病,冯·雷克林豪森病
会,2,会阴炎性包块
宁,2,士的宁及其盐类中毒,鼻炎宁冲剂过敏个人史
防止,2,防止妊娠
可见,2,可见性蠕动,可见性肠蠕动
比较,2,临床研究中正常比较对照检查,为临床研究项目的正常比较和对照接受的检查
活,1,活组织检查后的孕产妇医疗
。,1,特指复发性寰枢椎不完全性脱位。
>,1,孕>42周
8,1,孕8周
己,1,己糖激酶缺乏性贫血
迅速,1,儿童迅速生长期检查
根据,1,仅根据涉及体表范围分类烧伤和腐蚀伤后遗症
全部,1,全部(外部)眼肌麻痹
任务,1,任务特异性震颤
将,1,用将受害者推向或放置在移动物体前进行加害
六,1,先天性第五六脑室
不同,1,同源嵌合体细胞系伴不同数量的X染色体
别,1,劳伦斯－穆恩（－巴尔得）－别德尔综合征
对待,1,依法粗暴对待
离,1,离心性环形红斑
能够,1,与在家需要帮助且无特指家庭成员能够给予照顾有关
9,1,孕9周
并非,1,谵妄，描述为并非附加于痴呆的
依,1,依木兰药物反应
—,1,巴德—基亚里综合征
各种,1,原因不明的胶和各种粘贴剂中毒
重新,1,重新放置子宫内避孕装置
转变,1,低前转变素血症
同时,1,同时借助产钳和真空吸引器的单胎分娩
五,1,五氟利多中毒
相似,1,心脏兴奋甙和相似作用药中毒
多次,1,具有多次人工流产史妊娠
全年,1,全年性变应性鼻炎
既往,1,既往绝育术后输卵管或输精管成形术
吗,1,噻吗心安药物反应
好,1,好鸟者肺
完成,1,与得不到和未完成教育有关
且,1,与在家需要帮助且无特指家庭成员能够给予照顾有关
关于,1,关于生育的一般性咨询和指导
得,1,劳伦斯－穆恩（－巴尔得）－别德尔综合征
个别,1,个别乳磨牙早失
大多,1,大多角骨骨折
　,1,中毒性肝病伴肝坏死　
对应,1,异常视网膜对应
高低,1,高低密度脂蛋白胆固醇血症
来源,1,接触其他来源的蒸汽和热蒸气
要求,1,接受权威机构要求的一般精神科检查
以前,1,以前创伤引起骨坏死
成为,1,与感觉成为不良歧视和迫害目标有关
也,1,急性乙型肝炎，不伴有δ因子(共同感染)，也不伴有肝昏迷急性乙型病毒性肝炎
相对,1,相对头盆不称引起的梗阻性分娩
它们,1,灾难性暴风雨和由它们引起的洪水
若,1,若西欧病毒病
已,1,发现时已死亡
0,1,痉挛0级
作为,1,心房、心耳和心室的血栓形成作为急性心肌梗死后的近期并发症
上面,1,软腭的鼻咽上面恶性肿瘤
..,1,麻疹伴肠道并发症..
眨眼,1,眨眼症
＋,1,大细胞(ki-1＋)淋巴瘤
范围,1,仅根据涉及体表范围分类烧伤和腐蚀伤后遗症
